gene;007 Control R_2017_06_27;011 Control R_2017_06_30;011 mQ80 R_2018_02_27;008 MQ6h2 23.03 R_2018_04_27;_009 MQ6_2 17.04 R_2018_04_27
Igsf1;0.0000103165269776043;0.0000225073925738032;6.28984787104374E-06;0.0000347224653767417;0.0000207175752964991
Igsf3;0.0001144679;0.0001081874;0.0001222028;0.0000945384771602042;0.0001606461
Csnk1d;0.000101724;0.0001030783;0.0001195071;0.0001683602;0.0001803448
Csnk1e;0.0001123439;0.000102457;0.0000566086308393937;0.0000840342019201815;0.0001243055
Aldh16a1;8.26839294528577E-06;0.0000157413665853593;0.000010333321502429;0.0000274278297933926;5.43411811055713E-06
Synrg;0.00008109093631661;0.0000787758740083112;0.0001213042;0.0000828670602268457;0.000145023
Rpl14;0.0001482242;0.0001487835;0.000122652;0.000183533;0.0001524949
Rpl15;0.0001794014;0.0001523046;0.0001105216;0.000179448;0.0001647217
Rpl17;0.0000589407460411655;0.0000492953322015199;0.0000363912626824674;0.0000420171009600908;0.0000900025812061025
Rpl10;0.0000867801975174947;0.0000753928610140892;0.000063797;0.0001091277;0.0000967952288442989
Rpl11;0.0000806357954205392;0.0000981764179139513;0.0000754781744525249;0.0001470599;0.00009475743455284
LOC108352634;0;0;8.98549695863392E-07;2.91785423333964E-07;3.39632381909821E-07
Rpl13;1.36542268821233E-06;8.97534059691538E-07;0.0000323477890510821;0.0000472692385801021;0.0000427936801206374
LOC108352638;0;0;0;0;0
LOC108352639;0;0;4.49274847931696E-07;0;0
Rpl18;0.000159982;0.0001364942;0.0001186086;0.0001800316;0.000214308
Rpl19;0.0001767464;0.0001804043;0.0002578838;0.0002223405;0.0002061569
LOC691249;0;2.76164326058935E-07;4.49274847931696E-07;0;0
LOC103690962;4.93069304076674E-06;9.52766924903325E-06;4.04347363138526E-06;0.0000064192793133472;1.01889714572946E-06
Slco2a1;2.27570448035388E-06;2.62356109755988E-06;0;2.91785423333964E-07;0.0000016981619095491
LOC108348813;0;0;0;2.91785423333964E-07;0
LOC108348812;2.27570448035388E-07;2.76164326058935E-07;0;2.91785423333964E-07;0
LOC682831;0;0;0;0;0
Hk2;0.0000260947447080578;0.0000316898564152628;0.0000777245486921834;0.00003268;0.000079474
Hk3;1.13785224017694E-06;9.38958708600379E-06;4.49274847931696E-07;1.16714169333585E-06;0
Hk1;0.0005963863;0.0004256383;0.0008262164;0.0005570184;0.000851798
Unc80;0.0002189986;0.0001716361;0.0000844636714111588;0.0000936631208902023;0.0001008708
Gbp3;2.73084537642466E-06;2.62356109755988E-06;4.49274847931696E-07;2.91785423333964E-07;3.05669143718839E-06
Gbp2;0.000009558;0.0000472931408375926;0.0000134782454379509;0.000031804611143402;0.000003736
Gbp1;0;0.000000069;0;0;0
Gbp5;0.000007965;0.0000131868465693141;1.79709939172678E-06;0.0000137139148966963;0.000003736
Gbp4;6.06854528094368E-07;3.17588974967775E-06;0;1.16714169333585E-06;3.39632381909821E-07
LOC103692449;0;0;2.24637423965848E-06;1.16714169333585E-06;1.01889714572946E-06
Pms1;9.78552926552169E-06;9.52766924903325E-06;4.04347363138526E-06;0.00000817;6.11338287437678E-06
Pms2;0.0000186607767389018;0.0000159484898299035;0.0000211159178527897;0.0000169235545533699;0.0000156230895678518
Insc;1.74470676827131E-06;5.5232865211787E-07;0;5.83570846667927E-07;2.03779429145892E-06
Cstf2t;0.0000557547597686701;0.0000579945084723763;0.000081768;0.000071779214140155;0.0000750587564020704
Insr;0.000068878;0.0000618608090372014;0.0000705361511252762;0.00004785280942677;0.0000580771373065794
Nfatc2ip;0.0000037928408005898;3.93534164633982E-06;4.04347363138526E-06;0.0000125467732033604;0.0000098493390753848
Eed;0.0000113026655857576;0.000012703558998711;0.0000112318711982924;9.33713354668684E-06;8.83044192965534E-06
LOC108353273;0;0;0;0;0
Olr1078;0;0;0;0;0
Olr1079;0;0;0;0;0
LOC100360426;2.27570448035388E-07;5.5232865211787E-07;0;0;0
LOC100911681;0;0;0;0;0
Olr1070;0;0;0;0;0
Olr1071;7.5856816011796E-08;0;0;0;0
Olr1072;0;0;0;0;0
Olr1073;0;0;0;0;3.39632381909821E-07
Olr1075;0;0;0;0;0
Olr1076;0;0;0;0;0
Olr1077;0;0;0;0;0
Ins1;0;0;0;0;0
Ins2;0;0;0;0;0
Amigo1;0.0000474105100073725;0.0000482597159787989;0.0000327970638990138;0.0000618585097468003;0.0000652094173266856
Amigo3;5.23412030481393E-06;0.000004971;1.34782454379509E-06;1.75071254000378E-06;2.37742667336875E-06
Amigo2;0.0000250327492838927;0.0000205052012098759;0.0000444782099452379;0.000012255;0.0000309065467537937
Atp1a2;0.0011237429;0.0007979078;0.0009201149;0.0014131168;0.000849081
Atp1a1;0.0006206605;0.0005157369;0.0005903472;0.0007262539;0.0006109987
Pgm5;5.53754756886111E-06;3.72821840179562E-06;1.34782454379509E-06;0.0000105042752400227;9.17007431156516E-06
Pgm1;0.000072595;0.0001179222;0.0000965940923053146;0.0000787820643001702;0.0000750587564020704
Pgm2;0.0000319357195409661;0.0000327945137194985;0.0000242608417883116;0.0000198414087867095;0.0000254724286432366
Pgm3;0.0000347424217334026;0.0000342443764313079;0.0000242608417883116;0.000056022801280121;0.000030227281989974
Hbb-b1;0;0.000000069;0;0;0
LOC102554774;3.03427264047184E-07;0;0;0;0
Cfhr2;0;0;0;0;0
LOC103693313;0;0;0;0;3.39632381909821E-07
Cfhr1;0;0;0;0;0
LOC685187;1.51713632023592E-07;3.45205407573669E-07;0;0;0
LOC685184;6.82711344106164E-07;8.97534059691538E-07;0;0;0
LOC685183;1.51713632023592E-07;0.000000069;0;0;0
LOC685181;0;6.21369733632603E-07;0;2.91785423333964E-07;0
Pxk;0.000034590708101379;0.000041493689990355;0.0000422318357055794;0.0000364731779167454;0.0000247931638794169
Wdfy4;0.000002124;0.0000267879396277167;1.34782454379509E-06;5.54392304334531E-06;2.71705905527857E-06
Pxn;0.0000282945923723999;0.0000448076619030622;0.0000336956135948772;0.0000361813924934115;0.0000261516934070562
Fam92a1;0.000030494440036742;0.0000232668444704653;0.0000112318711982924;9.04534812335287E-06;0.0000118871333668437
Wdfy2;0.0000524929166801629;0.0000984525822400103;0.0000390869117700575;0.000071779214140155;0.0000319254438995232
Atp4a;1.13785224017694E-06;0.000001726;1.34782454379509E-06;0;3.39632381909821E-07
Atp4b;3.03427264047184E-07;0;0;0;0
Spdye4;0;0;0;0;3.39632381909821E-07
LOC100233176;0.0000863250566214239;0.0000728383409980441;0.000035492712986604;0.0000510624490834436;0.0000410955182110883
Akr1c12l1;0;0;0;0;0
NEWGENE_1562258;1.51713632023592E-06;8.28492978176805E-07;1.34782454379509E-06;9.33713354668684E-06;5.77375049246695E-06
Isoc2b;5.15826348880213E-06;6.28273841784077E-06;2.69564908759018E-06;6.71106473668116E-06;0.000003736
Phex;0;6.90410815147337E-07;8.98549695863392E-07;0;0
Olr348;0;0;0;0;0
Olr349;0;0;0;0;0
LOC102546394;3.94455443261339E-06;4.41862921694296E-06;8.98549695863392E-07;0.000004085;1.35852952763928E-06
Olr343;0;0;0;0;0
Olr340;0;0;0;0;0
Olr341;0;0;0;0;0
Olr346;0;0;0;0;0
Olr347;0;0;0;0;0
Olr344;0;0;0;0;0
Mrln;0;0.000000069;0;0;0
LOC103690158;6.82711344106164E-07;1.44986271180941E-06;8.98549695863392E-07;2.91785423333964E-07;1.35852952763928E-06
LOC684270;7.20639752112062E-06;0.0000127726000802257;4.49274847931696E-07;5.54392304334531E-06;2.37742667336875E-06
LOC103690150;0;0;0;0;0
LOC103690152;0;0;4.49274847931696E-07;2.91785423333964E-07;0
LOC103690155;0.000000531;2.07123244544201E-07;0.0000143767951338143;0.00001634;0.0000112078686030241
LOC103690154;8.11667931326218E-06;0.0000122202714281079;8.08694726277053E-06;0.0000134221294733623;0.0000098493390753848
LOC103690156;6.22025891296728E-06;9.32054600448905E-06;0.000014826069981746;0.0000148810565900321;0.0000163023543316714
Dpep2;0;2.76164326058935E-07;0;2.04249796333775E-06;0
RGD1560723;3.94455443261339E-06;4.69479354300189E-06;2.69564908759018E-06;2.33428338667171E-06;1.01889714572946E-06
Tmem191c;0.000001593;6.90410815147337E-07;3.59419878345357E-06;1.45892711666982E-06;1.35852952763928E-06
Hyou1;0.0002504033;0.000205052;0.0002367678;0.0002217569;0.0002424975
Hbg1;0;0;0;0;0
LOC100911842;0;0;0;0;0
LOC100911840;0.0000173712108667013;8.97534059691538E-06;8.98549695863392E-06;0.000004085;3.05669143718839E-06
LOC100911847;0.0001963174;0.0001634893;0.0000961448174573829;0.000112921;0.000085247727859365
LOC100911845;0;0;0;0;0
LOC100911848;7.5856816011796E-08;0.000000069;0;5.83570846667927E-07;3.39632381909821E-07
Cps1;2.80670219243645E-06;2.89972542361882E-06;1.79709939172678E-06;1.16714169333585E-06;3.05669143718839E-06
Fam172a;0.000034590708101379;0.0000489501267939462;0.0000471738590328281;0.0000440595989234285;0.0000407558858291785
Map3k8;6.82711344106164E-07;4.14246489088402E-06;0;7.00285016001513E-06;3.39632381909821E-07
Map3k9;0.0001289566;0.000086853680545535;0.0001648839;0.0000989152585102137;0.0002343463
Map3k2;0.0000241224674917511;0.0000281687612580114;0.000025159391484175;0.0000294703277567303;0.0000196986781507696
Map3k3;0.0000194193448990198;0.000040181909441575;0.0000184202687651995;0.000023634619290051;0.0000180005162412205
Map3k1;0.0000147920791223002;0.0000296876650513355;0.0000143767951338143;9.04534812335287E-06;8.49080954774552E-06
Map3k6;2.27570448035388E-06;2.20931460847148E-06;8.98549695863392E-07;0.0000110878460866906;6.79264763819642E-07
Map3k7;0.0000813943635806571;0.000084023;0.0000498695081204182;0.0000414335301134228;0.0000404162534472687
Map3k4;0.000056665;0.000075669;0.000051666607512145;0.0000665270765201437;0.0000421144153568178
Map3k5;0.000023819;0.0000287210899101292;0.0000238115669403799;0.0000172153399767039;0.0000336236058090723
LOC100910462;0;0;0;0;0
LOC100910467;0;0;0;0;0
LOC100911599;0.0000311012945648364;0.0000245786250192452;0.0000197680933089946;0.0000145892711666982;0.0000163023543316714
Rfx8;9.10281792141553E-07;1.17369838575047E-06;8.98549695863392E-07;5.83570846667927E-07;6.79264763819642E-07
Rfx4;0.0000425556737826176;0.0000616536857926572;0.0000274057657238334;0.0000426006718067587;0.0000156230895678518
Rfx5;0.000024881;0.00002016;0.0000215651927007214;0.000028595;0.0000251327962613267
Rfx6;0;0;0;0;0
Rfx7;0.0000608371664414604;0.0000678673831289832;0.000081768;0.0000650681494034739;0.0000784550802211686
Rfx1;0.0000166884995225951;0.0000172602703786834;0.0000161738945255411;0.0000390992467267511;0.0000108682362211143
Rfx2;0.0000116819496658166;0.0000202980779653317;5.84057302311205E-06;0.0000344306799534077;0.000006453
Rfx3;0.000163699;0.0002053282;0.0001379274;0.000176822;0.0001457023
Tmem109;0.0000121370905618874;0.0000216788995956264;0.0000157246196776094;0.0000288867569100624;0.0000261516934070562
Tmem108;0.0000433900987587473;0.0000490191678754609;0.0000332463387469455;0.0000341388945300737;0.0000356614001005312
Tmem102;0;3.45205407573669E-07;4.49274847931696E-07;2.91785423333964E-07;3.39632381909821E-07
Tmem101;0.000025943;0.0000270641039537756;0.0000655941277980276;0.0000306374694500662;0.0000339632381909821
Tmem100;0.0000182814926588428;0.0000153961611777856;0.000022913;0.0000280114006400605;0.0000108682362211143
Tmem107;5.99268846493189E-06;8.90629951540065E-06;0.000004942;9.92070439335476E-06;4.07558858291785E-06
Tmem104;0.000030191;0.0000429435527021644;0.0000197680933089946;0.0000335553236834058;0.0000163023543316714
Aspscr1;0.0000246534652038337;0.0000220931460847148;0.0000112318711982924;9.92070439335476E-06;0.000010189
Wfikkn2;4.55140896070776E-07;1.17369838575047E-06;0;2.91785423333964E-07;3.39632381909821E-07
Wfikkn1;0.000003717;3.59013623876615E-06;1.34782454379509E-06;1.16714169333585E-06;6.79264763819642E-07
Nktr;0.0001014964;0.0000928602546373168;8.08694726277053E-06;0.000012255;0.0000163023543316714
Pdzrn4;0.000003186;3.10684866816302E-06;7.63767241483883E-06;5.54392304334531E-06;6.11338287437678E-06
Thsd1;0.000007965;0.0000129797233247699;1.34782454379509E-06;0.0000128385586266944;4.07558858291785E-06
Pdzrn3;0.0000583338915130712;0.0000742191626283387;0.0000422318357055794;0.0000793656351468381;0.0000288687524623348
RGD1565775;0.0000303427264047184;0.0000380416359146183;0.0000175217190693361;0.00001634;0.0000173212514774009
LOC685600;0;0;0;0;0
LOC102550682;0;0;0;0;0
Hist2h4a;0;0;0.0000269564908759017;7.58642100668305E-06;0.0000139249276583027
Prps1l1;1.51713632023592E-07;3.45205407573669E-07;0;0;0
Lgi4;0.0000353492762614969;0.0000473621819191073;0.0000224637423965848;0.0000198414087867095;0.0000387180915377196
Cyp2b12;0;0;0;0;0
Cyp2b15;0;0;0;0;0
Lgi2;0.0000343631376533436;0.0001038378;0.0000296521399634919;0.0000221756921733812;0.0000275102229346955
Lgi3;0.0000219984766434208;0.0000125654768356815;0.00002650721602797;0.0000166317691300359;0.000029548
Spata6l;2.73084537642466E-06;2.55452001604515E-06;2.24637423965848E-06;2.33428338667171E-06;4.07558858291785E-06
LOC100911331;0;0;0;0;0
LOC687119;0;0;0;0;0
Bspry;0.000037549123925839;0.000020988488780479;0.0000116811460462241;9.92070439335476E-06;0.0000258120610251464
Snap47;0.000030494440036742;0.0000257523234049957;0.0000184202687651995;0.00003268;0.000036001
Anxa11;0.0000475622236393961;0.000053921084663007;0.0000435796602493745;0.0000446431697700964;0.0000614734611256776
Anxa10;4.55140896070776E-07;2.76164326058935E-07;0;0;0
Anxa13;0.000000531;6.90410815147337E-07;0;0;3.39632381909821E-07
LOC100912021;0;0;0;0;0
LOC100912026;0;0;0;0;0
LOC100912028;0;5.5232865211787E-07;0;0;0
Tcn2;0.0000287497332684707;0.000052057;0.0000188695436131312;0.0000382238904567492;0.0000186797810050401
Herc1;0.0004425487;0.0004001621;0.0002852895;0.0001581477;0.0002197422
Herc3;0.0001375284;0.0001009381;0.0001779128;0.0000933713354668683;0.0002044587
Herc2;0.0005051305;0.0004007144;0.0006806514;0.0003422643;0.0005974134
Herc4;0.0000229846152515742;0.0000325873904749543;0.000027855;0.0000210085504800454;0.000016642
Qrich2;8.34424976129757E-07;0.000001726;2.24637423965848E-06;2.91785423333964E-07;6.79264763819642E-07
Btn1a1;7.5856816011796E-08;0;4.49274847931696E-07;2.91785423333964E-07;0
Pcid2;0.000027536;0.0000253380769159073;0.0000166231693734727;0.0000218839067500473;0.0000237742667336875
Zfyve9;0.0000796496568123858;0.000078983;0.000135681;0.0000927877646202004;0.0000879647869146436
LOC686641;0;0;0;0;0
Zfyve1;0.0000410385374623817;0.0000461884835333569;0.0000318985142031504;0.0000531049470467814;0.0000611338287437677
Igf2;0.0000171436404186659;0.000017881640112316;0.000004942;0.0000355978216467436;6.79264763819642E-07
Apod;8.34424976129757E-07;2.27835568998621E-06;4.04347363138526E-06;0.0000137139148966963;3.39632381909821E-07
Apoe;0.0030124259;0.0051171178;0.002652968;0.0048655219;0.0021705906
Apob;0;0.000000069;4.49274847931696E-07;0;1.01889714572946E-06
Apon;7.5856816011796E-08;1.38082163029467E-07;1.34782454379509E-06;0;0
Apoo;0.0000160816449945008;0.0000113917784499311;0.0000238115669403799;0.0000113796315100246;0.0000122267657487535
Apom;1.36542268821233E-06;1.51890379332414E-06;4.49274847931696E-07;2.91785423333964E-07;3.39632381909821E-07
Apoh;1.51713632023592E-07;0;0;2.91785423333964E-07;0
Esf1;0.000022681187987527;0.0000234049266334947;7.18839756690713E-06;0.0000262606881000567;0.0000135852952763928
LOC100912683;7.5856816011796E-08;1.38082163029467E-07;4.49274847931696E-07;2.91785423333964E-07;0
RGD1562811;6.97882707308524E-06;9.73479249357746E-06;1.34782454379509E-06;1.75071254000378E-06;3.39632381909821E-07
Antxrl;0;0;0;0;0
LOC100912689;0;0;0;2.91785423333964E-07;3.39632381909821E-07
Antxr1;0.0000353492762614969;0.000037075060773412;0.000041333286009716;0.0000355978216467436;0.00001901941338695
Dfnb59;9.10281792141553E-07;1.51890379332414E-06;0;5.83570846667927E-07;0
Antxr2;0.0000192676312669962;0.0000304471169479976;7.18839756690713E-06;0.0000107960606633567;4.07558858291785E-06
LOC100912971;3.03427264047184E-07;1.38082163029467E-07;0;0;3.39632381909821E-07
Cdk5rap2;0.0000359561307895913;0.0000589610836135826;0.0000327970638990138;0.0000615667243234663;0.0000451711067940062
LOC688390;3.7928408005898E-07;5.5232865211787E-07;0;4.37678135000945E-06;0
Cdk5rap1;0.0000208606244032439;0.0000164317774005066;8.53622211070222E-06;0.000016048198283368;0.000022755369587958
LOC108350249;0.000001062;0.0000053161632766345;2.24637423965848E-06;8.75356270001891E-07;1.01889714572946E-06
LOC302192;0.000009027;4.14246489088402E-06;9.43477180656561E-06;3.79321050334153E-06;0.0000203779429145892
Lpcat4;0.000041342;0.0000260284877310546;0.0000395361866179892;0.0000390992467267511;0.000052643
Lpcat2;5.08240667279034E-06;0.0000110465730423574;1.34782454379509E-06;8.46177727668495E-06;2.03779429145892E-06
Lpcat3;0.0000559823302167055;0.0000822279280840479;0.0000422318357055794;0.0000382238904567492;0.0000285291200804249
Lpcat1;0.0000826080726368459;0.0000591682068581268;0.0000651448529500959;0.0000566063721267889;0.0000438125772663669
Asb10;1.51713632023592E-07;3.45205407573669E-07;0;0;0
Asb11;1.51713632023592E-07;0;0;0;0
Tfr2;1.66884995225951E-06;0.000001726;1.34782454379509E-06;2.33428338667171E-06;1.01889714572946E-06
Asb13;0.0000237431834116922;0.0000216098585141116;0.0000143767951338143;9.33713354668684E-06;0.0000115475009849339
Asb14;0.000001062;2.20931460847148E-06;8.98549695863392E-07;1.45892711666982E-06;1.01889714572946E-06
Asb15;1.51713632023592E-07;0.000000069;4.49274847931696E-07;0;0
Asb16;0;1.38082163029467E-07;0;0;0
Asb17;0;0;0;0;0
Asb18;0;0;0;2.91785423333964E-07;0
LOC688022;0;0;0;0;0
Dync2h1;0.0000513550644399859;0.0000699386155744252;0.0000570579056873254;0.0000519378053534455;0.0000502655925226535
Tbc1d30;0.0000175229244987249;0.0000176054757862571;0.0000121304208941558;0.00001634;0.0000125663981306634
Tbc1d31;0.0000133507996180761;0.0000127726000802257;0.0000112318711982924;0.0000166317691300359;7.13228002010624E-06
Tbc1d32;0.0000142610814102177;0.0000158794487483888;6.73912271897544E-06;2.62606881000567E-06;5.77375049246695E-06
Tfrc;0.0001149231;0.0000597895765917594;0.0002529417;0.0000440595989234285;0.0001158146
Tnfrsf11a;0.000004248;3.59013623876615E-06;5.39129817518035E-06;0.000004085;5.77375049246695E-06
Tnfrsf11b;9.86138608153349E-07;2.83068434210408E-06;8.98549695863392E-07;2.91785423333964E-07;0
Dhx58;3.11012945648364E-06;0.0000121512303465931;1.34782454379509E-06;0.000004085;3.39632381909821E-06
Dhx57;0.0000810150795005982;0.0000759451896662071;0.0001069274;0.000055731;0.0000737002268744311
Gnb1l;5.91683164892009E-06;0.0000053161632766345;1.34782454379509E-06;4.96035219667738E-06;5.09448572864731E-06
LOC100910858;0;0;0;0;0
LOC691592;4.55140896070776E-07;3.45205407573669E-07;0;1.16714169333585E-06;3.39632381909821E-07
LOC100910852;8.34424976129757E-07;3.45205407573669E-07;0;0;0
LOC100910851;2.27570448035388E-07;0.000000069;0;0;0
LOC100910854;9.40624518546271E-06;8.00876545570911E-06;0.000013029;0.0000180906962467057;0.0000142645600402125
Caln1;0.0000679677071465693;0.0000578564263093468;0.0000700868762773446;0.000063901;0.0000781154478392588
RGD1564854;3.03427264047184E-07;0.000000069;0;0;0
Tfb1m;0.0000128956587220053;8.97534059691538E-06;5.39129817518035E-06;9.04534812335287E-06;0.0000125663981306634
Myh10;0.0004172125;0.0003560449;0.0005391298;0.0003090008;0.0005502045
Myh11;0.0000186607767389018;0.0000310684866816302;0.0000134782454379509;0.0000297621131800643;0.000006453
Myh13;0;0.000000069;0;0;0
Myh14;0.0000781325204921499;0.0000901676524582422;0.0000903042444342709;0.0001038756;0.0000495863277588338
Myh15;7.5856816011796E-08;4.14246489088402E-07;4.49274847931696E-07;2.91785423333964E-07;0
Alk;0.0000209364812192557;0.0000185720509274634;0.0000287535902676285;0.0000210085504800454;0.000010189
Gps1;0.0000954278745428394;0.000087406;0.0000907535192822025;0.0001027085;0.000085927
Gps2;0.000010089;0.000015051;0.0000390869117700575;0.0000338471091067398;0.0000173212514774009
Cox7a2l2;5.38583393683752E-06;2.48547893453041E-06;0.0000305506896593553;0.0000426006718067587;0.000026491325788966
Sphkap;0.000057196;0.0000692482047592779;0.0000377390872262624;0.000048144594850104;0.0000842288307136356
Fstl4;9.78552926552169E-06;9.11342275994485E-06;0.0000134782454379509;0.0000119632023566925;0.0000234346343517776
Fstl5;0.0001399558;0.0001460219;0.0001460143;0.0001137963;0.000119211
Tfcp2l1;0.0000395214011421457;0.0000463265656963863;0.0000372898123783308;0.0000218839067500473;0.000041774782974908
Fstl1;0.0000511274939919505;0.0000863703929749319;0.0000548115314476669;0.0001021249;0.0000652094173266856
Scnm1;0.0000102406701615925;7.93972437419438E-06;8.53622211070222E-06;0.0000142974857433642;9.17007431156516E-06
LOC691658;0.0000997517130555118;0.0000842301194479751;0.0000646955781021642;0.0000580652992434588;0.0000781154478392588
Blcap;0.000135101;0.0000970027195282009;0.0001042318;0.0001085442;0.0001372115
Rp1;3.03427264047184E-07;1.79506811938308E-06;0;1.45892711666982E-06;0
Rp2;8.72353384135655E-06;0.0000174673936232276;8.08694726277053E-06;0.0000105042752400227;4.41522096482767E-06
RGD1559482;3.03427264047184E-07;8.97534059691538E-07;0;2.91785423333964E-07;0
Krtap24-1;0;0;0;0;0
Rp9;2.95841582446005E-06;3.72821840179562E-06;0.000004942;2.04249796333775E-06;7.13228002010624E-06
Crybg3;9.10281792141553E-06;0.0000244405428562157;6.73912271897544E-06;0.0000177989108233718;8.83044192965534E-06
Atad3a;0.0000409626806463699;0.0000323112261488954;0.0000152753448296777;0.0000297621131800643;0.0000285291200804249
Cdc42ep3;7.20639752112062E-06;0.0000065589027438997;0.000004942;0.0000116714169333585;0.0000105286038392044
Cdc42ep2;0.000006372;5.45424543966396E-06;7.63767241483883E-06;5.54392304334531E-06;4.41522096482767E-06
Cdc42ep1;0.0000171436404186659;0.0000345895818388816;3.59419878345357E-06;0.0000361813924934115;7.81154478392588E-06
Plk2;0.0001175781;0.0000827802567361657;0.0001136665;0.0000787820643001702;0.0000556997106332106
Plk5;2.04813403231849E-06;2.83068434210408E-06;8.98549695863392E-07;2.04249796333775E-06;4.07558858291785E-06
Plk4;3.26184308850723E-06;3.45205407573669E-06;7.63767241483883E-06;2.62606881000567E-06;1.01889714572946E-06
Cdc42ep5;2.73084537642466E-06;0.0000115989016944753;6.28984787104374E-06;6.12749389001324E-06;4.41522096482767E-06
Cdc42ep4;0.000037928408005898;0.0000471550586745631;0.0000336956135948772;0.0000814081331101758;0.000033284
Kera;0;0;0;0;0
Rpe;0.0000235156129636568;0.0000245095839377305;0.0000175217190693361;0.0000142974857433642;0.0000196986781507696
Krtap19-5;0;0;0;0;0
Npy5r;4.55140896070776E-07;0.000000069;0;2.91785423333964E-07;6.79264763819642E-07
Ocrl;0.0000430108146786883;0.000041493689990355;0.000041333286009716;0.0000417253155367568;0.0000444918420301865
Rmdn2;1.36542268821233E-06;0.000001726;3.14492393552187E-06;1.75071254000378E-06;7.81154478392588E-06
Rmdn3;0.000039749;0.0000240262963671273;0.0000197680933089946;0.0000195496233633756;0.0000203779429145892
Rmdn1;8.04082249725038E-06;0.0000113227373684163;0.0000107825963503607;0.0000294703277567303;8.49080954774552E-06
Sptlc2;0.000072898400187336;0.0000838849140404015;0.0000849129462590905;0.0000531049470467814;0.0000760776535477999
Sptlc3;6.82711344106164E-07;2.76164326058935E-07;0;0;2.03779429145892E-06
Sptlc1;0.0000480932213514787;0.0000452909494736653;0.0000224637423965848;0.0000300538986033982;0.000026831
LOC500684;7.5856816011796E-08;4.14246489088402E-07;0;0;6.79264763819642E-07
Gnat3;0;0.000000069;0;0;0
LOC100909885;0;0;0;0;0
LOC100909884;0;0;0;0;0
LOC102548459;1.51713632023592E-07;8.28492978176805E-07;1.34782454379509E-06;8.75356270001891E-07;6.79264763819642E-07
Triml2;0;0;0;0;0
Triml1;0;0;0;0;0
Rprd2;0.000095958872254922;0.000102457;0.0000741303499087298;0.0000758642100668305;0.0000808325068945373
Meis3;0.0000144127950422412;0.0000152580790147562;0.0000139275202858826;0.0000192578379400416;7.81154478392588E-06
Meis2;0.0000486242190635613;0.0000461884835333569;0.0000530144320559401;0.0000577735138201248;0.0000723416973467918
Meis1;3.48941353654262E-06;0.0000112536962869016;4.49274847931696E-06;5.83570846667927E-06;6.79264763819642E-06
LOC103690319;0;0;0;0;0
LOC103690317;0.000076236100091855;0.0000624131376893193;0.0000260579411800384;0.00003238818199007;0.0000278498553166053
Ptgr1;0;6.21369733632603E-07;0;0;0
Ptgr2;0.000032846;0.0000458432781257832;0.0000305506896593553;0.0000423088863834247;0.0000234346343517776
Ly49s6;6.14440209695548E-06;3.65917732028089E-06;3.59419878345357E-06;0;2.03779429145892E-06
Ly49s5;0;0;0;0;0
Ly49s4;0;0;0;0;0
Aaas;0.0000225294743555034;0.0000196076671501844;0.0000193188184610629;0.0000177989108233718;0.0000281894876985151
Nrdc;0.0001293359;0.0001367013;0.0001900433;0.0001385981;0.0001603065
Rbfa;0.0000194952017150316;0.0000219550639216853;0.0000116811460462241;0.0000189660525167076;0.0000213968400603187
Med10;0.000022757;0.0000159484898299035;0.0000292028651155602;0.0000177989108233718;0.0000315858115176133
Med11;6.06854528094368E-06;7.31835464056177E-06;4.04347363138526E-06;4.66856677334342E-06;6.79264763819642E-06
Med12;0.0000366388421336975;0.000052885468440286;0.000066942;0.0000469774531567681;0.0000370199296281705
Med13;0.0001387421;0.000166389;0.000158594;0.0001219663;0.0000930592726432909
Med14;0.0000713054070510883;0.0000747024501989419;0.0001199564;0.0000919124083501985;0.0000937385374071105
Med15;0.0000914074632942142;0.0000888558719094623;0.0000696376014294129;0.0000837424164968475;0.0000964555964623891
Med16;0.0000702434116269231;0.00007056;0.0000750288996045932;0.000080532776840174;0.0000866062573870043
Med17;0.0000253361765479399;0.0000257523234049957;0.0000175217190693361;0.0000151728420133661;0.0000149438248040321
Med18;0.0000163092154425361;0.0000126345179171963;7.63767241483883E-06;8.75356270001891E-06;0.0000081511771658357
Med19;0.0000162333586265244;0.0000190553384980665;0.000020666643004858;0.0000207167650567114;0.0000152834571859419
LOC108350839;3.7928408005898E-07;1.24273946726521E-06;2.69564908759018E-06;8.75356270001891E-06;7.13228002010624E-06
Pate3;0;0;0;0;0
LOC100360200;1.51713632023592E-07;0.000000069;1.79709939172678E-06;2.91785423333964E-06;2.37742667336875E-06
Ece2;0.0000378525511898862;0.0000381797180776477;0.0000197680933089946;0.0000551474450101191;0.0000349821353367115
Ece1;0.0000973242949431343;0.0001533402;0.0000992897413929048;0.0001263431;0.0001212488
LOC100360205;0.0000449072350789833;0.0000879583378497707;0.0000287535902676285;0.0000428924572300926;0.0000159627219497616
Lrrc3b;0.000003717;6.07561517329657E-06;0;1.75071254000378E-06;1.35852952763928E-06
LOC100360209;0;0;0;0;0
Ccdc191;4.09626806463699E-06;3.86630056482509E-06;8.98549695863392E-07;2.62606881000567E-06;1.35852952763928E-06
Sgms2;6.06854528094368E-07;2.69260217907461E-06;0.000004942;1.75071254000378E-06;3.39632381909821E-07
Sgms1;0.0000289014469004943;0.0000293424596437618;0.0000197680933089946;0.0000280114006400605;0.000012906
